Runs	oilvis	dtmax	kvkh	mflt1	mflt2	mflt3	mflt4	oilexp	owc	sorw	swc	watexp
run35	10.88226318359370000000	365.00000000000000000000	0.00100000004749745000	0.34330952167511000000	0.23524609208107000000	0.91703134775161700000	0.53240209817886300000	2.69066905975341000000	-1074.18701171875000000000	0.23347944021225000000	0.15456727147102400000	1.99122679233551000000
run36	8.94082355499267000000	365.00000000000000000000	0.00100000004749745000	0.97451657056808400000	0.68021792173385600000	0.96186220645904500000	0.73875653743743800000	2.98023104667663000000	-1070.13903808593000000000	0.14283525943756100000	0.25657787919044500000	2.09020090103149000000
run37	6.12267446517944000000	365.00000000000000000000	0.00100000004749745000	0.14553178846836100000	0.70869499444961500000	0.00178481766488403000	0.42655590176582300000	2.99857997894287000000	-1074.67199707031000000000	0.33932176232338000000	0.28648373484611500000	2.06609106063842000000
run38	12.00436210632320000000	91.25000000000000000000	0.00100000004749745000	0.99383890628814600000	0.31027692556381200000	0.73400676250457700000	0.90724354982376000000	3.17625379562377000000	-1065.37329101562000000000	0.28204184770584100000	0.20920045673847200000	2.05427742004394000000
run39	8.23258686065673000000	91.25000000000000000000	0.10000000149011600000	0.41402065753936800000	0.76441007852554300000	0.74194628000259300000	0.57839572429656900000	3.74337840080261000000	-1066.75024414062000000000	0.21558739244937900000	0.16500268876552600000	2.20003366470336000000
run40	9.31345844268798000000	182.50000000000000000000	0.00999999977648258000	0.45579886436462400000	0.86994618177413900000	0.01725820451974870000	0.49758958816528300000	2.48602914810180000000	-1064.38256835937000000000	0.15796293318271600000	0.14707532525062600000	2.00691533088684000000
run41	12.38940525054930000000	182.50000000000000000000	0.10000000149011600000	0.02351626195013520000	0.42394676804542500000	0.90766644477844200000	0.34854307770729100000	2.98886513710021000000	-1067.34606933593000000000	0.15542681515216800000	0.16598679125309000000	2.02111625671386000000
run42	10.32828617095940000000	91.25000000000000000000	0.10000000149011600000	0.51237809658050500000	0.23780983686447100000	0.03037521056830880000	0.32970061898231500000	2.56679987907409000000	-1069.24377441406000000000	0.27993783354759200000	0.13561789691448200000	2.00396656990051000000
run43	7.18928432464599000000	91.25000000000000000000	0.10000000149011600000	0.49625536799430800000	0.74478316307067800000	0.46990883350372300000	0.28463008999824500000	2.88509392738342000000	-1069.03491210937000000000	0.20939366519451100000	0.28343629837036100000	1.99493253231048000000
run44	9.87664413452148000000	182.50000000000000000000	0.00100000004749745000	0.35374289751052900000	0.54430925846099800000	0.83113509416580200000	0.19421355426311500000	3.05226802825927000000	-1065.46789550781000000000	0.16829283535480500000	0.14621427655220000000	1.78662109375000000000
run45	8.37705707550048000000	182.50000000000000000000	0.00999999977648258000	0.75019639730453400000	0.21624603867530800000	0.45354330539703400000	0.67750734090805000000	3.53057718276977000000	-1072.92553710937000000000	0.17036066949367500000	0.24677197635173800000	1.92286717891693000000
run46	10.15179920196530000000	91.25000000000000000000	0.10000000149011600000	0.10468464344739900000	0.80782359838485700000	0.40348044037818900000	0.67942547798156700000	3.00622487068176000000	-1068.69335937500000000000	0.11589930951595300000	0.19159609079361000000	2.04304575920104000000
run47	10.47513008117670000000	365.00000000000000000000	0.10000000149011600000	0.23389360308647200000	0.26084327697753900000	0.84787571430206200000	0.63838350772857600000	3.13330578804016000000	-1063.77099609375000000000	0.25133705139160200000	0.18065781891346000000	1.87663412094116000000
run48	10.53236293792720000000	182.50000000000000000000	0.00999999977648258000	0.70735383033752400000	0.22990998625755300000	0.05974441021680830000	0.18273320794105500000	3.48999381065368000000	-1073.86682128906000000000	0.11612492054700900000	0.10734303295612300000	2.10266041755676000000
run49	12.02113437652580000000	182.50000000000000000000	0.10000000149011600000	0.14315500855445900000	0.60005080699920600000	0.56102973222732500000	0.26948970556259200000	2.81480026245117000000	-1072.78173828125000000000	0.23016907274723100000	0.14412236213684100000	1.94953298568725000000
run50	8.77907276153564000000	365.00000000000000000000	0.10000000149011600000	0.26833447813987700000	0.67348361015319800000	0.81104713678359900000	0.94396239519119200000	3.15000534057617000000	-1072.05395507812000000000	0.26172107458114600000	0.14223042130470300000	2.00923776626586000000
run51	13.10260295867910000000	182.50000000000000000000	0.10000000149011600000	0.87237054109573300000	0.67742997407913200000	0.27657032012939500000	0.54435658454895000000	3.62428998947143000000	-1062.92797851562000000000	0.17922949790954600000	0.29424512386322000000	1.93182671070098000000
run52	10.30748081207270000000	91.25000000000000000000	0.10000000149011600000	0.39836123585701000000	0.20461194217205000000	0.94602811336517300000	0.52004712820053100000	2.57815980911254000000	-1066.08752441406000000000	0.17536920309066800000	0.26104605197906500000	2.03189659118652000000
run53	11.22807693481440000000	91.25000000000000000000	0.00999999977648258000	0.21864648163318600000	0.40360066294670100000	0.95878177881240800000	0.19539082050323500000	3.27069830894470000000	-1071.70251464843000000000	0.35864439606666600000	0.34260758757591200000	2.19496369361877000000
run54	13.98026657104490000000	182.50000000000000000000	0.00999999977648258000	0.68292480707168500000	0.80953681468963600000	0.02849403582513330000	0.71327680349349900000	2.86902189254760000000	-1073.76403808593000000000	0.21291488409042400000	0.26504853367805500000	1.96426224708557000000
run55	9.14171028137207000000	365.00000000000000000000	0.00999999977648258000	0.75547528266906700000	0.39573976397514300000	0.56588298082351600000	0.19474139809608500000	2.81263923645019000000	-1074.83618164062000000000	0.17232599854469300000	0.22466765344142900000	2.01828479766845000000
run56	11.12029457092280000000	91.25000000000000000000	0.00100000004749745000	0.25406438112258900000	0.27476871013641400000	0.86417526006698600000	0.90042519569396900000	2.50300335884094000000	-1072.97155761718000000000	0.05888254940509800000	0.20853479206562000000	1.90376961231231000000
run57	10.91023540496820000000	91.25000000000000000000	0.00100000004749745000	0.96550655364990200000	0.24661357700824700000	0.46150231361389200000	0.76160216331481900000	2.96292662620544000000	-1063.43469238281000000000	0.23167115449905400000	0.16716113686561600000	1.97940909862518000000
run58	8.33140850067138000000	365.00000000000000000000	0.00100000004749745000	0.12983050942421000000	0.26394373178482100000	0.06605462729930880000	0.42879182100296000000	2.90104675292968000000	-1062.07507324218000000000	0.18639226257801100000	0.22793507575988800000	2.02904295921325000000
run59	8.65571308135986000000	91.25000000000000000000	0.10000000149011600000	0.44661578536033600000	0.67856091260910000000	0.71444714069366400000	0.34690657258033800000	2.91743516921997000000	-1072.87744140625000000000	0.18619310855865500000	0.13493239879608200000	1.93133461475372000000
run60	10.16584491729730000000	182.50000000000000000000	0.00999999977648258000	0.85346531867980900000	0.78516322374343800000	0.69685053825378400000	0.36301448941230800000	2.83533668518066000000	-1062.30114746093000000000	0.15975150465965300000	0.12657488882541700000	2.22403168678283000000
run61	8.10195827484130000000	365.00000000000000000000	0.00999999977648258000	0.22674642503261600000	0.89447653293609600000	0.40446433424949600000	0.85743647813796900000	3.19790983200073000000	-1075.22021484375000000000	0.23553764820098900000	0.25320911407470700000	1.95368671417236000000
run62	10.65619754791250000000	182.50000000000000000000	0.00100000004749745000	0.53639119863510100000	0.25915592908859300000	0.82323443889617900000	0.33980411291122400000	3.40106868743896000000	-1074.63305664062000000000	0.23940831422805800000	0.17336089909076700000	2.07594513893127000000
run63	8.00418090820312000000	182.50000000000000000000	0.00999999977648258000	0.49417784810066200000	0.71127557754516600000	0.52100193500518700000	0.87619429826736400000	2.51052284240722000000	-1067.85241699218000000000	0.19556644558906600000	0.09724240005016330000	2.08790969848632000000
run64	8.29656600952148000000	91.25000000000000000000	0.00100000004749745000	0.71569973230361900000	0.80020731687545700000	0.31275701522827100000	0.24083788692951200000	3.06608366966247000000	-1065.66235351562000000000	0.22387425601482400000	0.13831581175327300000	1.81819987297058000000
run65	10.98013210296630000000	365.00000000000000000000	0.00999999977648258000	0.85475885868072500000	0.94666284322738600000	0.81268119812011700000	0.78102725744247400000	3.11940383911132000000	-1064.32104492187000000000	0.22182062268257100000	0.18468201160430900000	1.95801448822021000000
run66	4.17087554931640000000	91.25000000000000000000	0.00999999977648258000	0.77316814661026000000	0.66887718439102100000	0.36786696314811700000	0.51034897565841600000	2.98064804077148000000	-1073.53466796875000000000	0.13892967998981500000	0.19712306559085800000	1.84278798103332000000
run67	9.96505165100097000000	182.50000000000000000000	0.10000000149011600000	0.79119390249252300000	0.95705699920654200000	0.72317683696746800000	0.05616123229265210000	3.29977703094482000000	-1062.34655761718000000000	0.16109888255596200000	0.23638133704662300000	1.91216838359832000000
run68	10.36234474182120000000	365.00000000000000000000	0.10000000149011600000	0.74230408668518000000	0.83829373121261500000	0.48416525125503500000	0.00512879714369774000	2.87236356735229000000	-1075.30456542968000000000	0.12414260953664800000	0.17715981602668800000	1.85313105583190000000
run69	12.07141017913810000000	182.50000000000000000000	0.00999999977648258000	0.60594028234481800000	0.18030077219009400000	0.57766699790954500000	0.10099370032548900000	2.68233299255371000000	-1066.09606933593000000000	0.25949785113334700000	0.19942715764045700000	1.92912340164184000000
run70	9.88439655303955000000	365.00000000000000000000	0.00100000004749745000	0.11929260939359700000	0.66533780097961400000	0.60285001993179300000	0.19871430099010500000	3.24598860740661000000	-1070.75683593750000000000	0.12275308370590200000	0.17079642415046700000	1.75467145442962000000
run71	6.23240137100219000000	182.50000000000000000000	0.00100000004749745000	0.96282857656478800000	0.27629590034484900000	0.66056287288665700000	0.63113802671432400000	3.24169445037841000000	-1063.59191894531000000000	0.13340172171592700000	0.23500330746173900000	2.05296230316162000000
run72	12.49236869812010000000	365.00000000000000000000	0.00999999977648258000	0.53221642971038800000	0.41536417603492700000	0.04783461987972260000	0.87345397472381500000	3.04563140869140000000	-1067.46411132812000000000	0.13526366651058200000	0.15126229822635700000	1.78489816188812000000
run73	11.75576019287100000000	91.25000000000000000000	0.10000000149011600000	0.55486530065536400000	0.95846068859100300000	0.12499885261058800000	0.24674960970878600000	3.36507964134216000000	-1072.94042968750000000000	0.20526348054409000000	0.17817258834838900000	2.06516742706298000000
run74	7.82363224029541000000	365.00000000000000000000	0.00100000004749745000	0.50588482618331900000	0.42738533020019500000	0.26054057478904700000	0.30901393294334400000	2.99213814735412000000	-1069.78784179687000000000	0.15693409740924800000	0.18221533298492400000	1.95849597454071000000
run75	10.37875175476070000000	182.50000000000000000000	0.10000000149011600000	0.13318330049514800000	0.98859447240829400000	0.88686716556549000000	0.54622673988342200000	2.76771831512451000000	-1061.51867675781000000000	0.11663623154163400000	0.21246775984764100000	2.06737112998962000000
run76	11.68723583221430000000	365.00000000000000000000	0.00100000004749745000	0.82259380817413300000	0.81425505876541100000	0.34387663006782500000	0.20901218056678800000	2.85548663139343000000	-1074.31042480468000000000	0.11816772073507300000	0.22545674443244900000	2.14984321594238000000
run77	11.11729526519770000000	91.25000000000000000000	0.00100000004749745000	0.31443217396736100000	0.64532357454299900000	0.05911410599946980000	0.50736707448959300000	3.13498687744140000000	-1067.17492675781000000000	0.14744478464126600000	0.28059697151184100000	2.02759623527526000000
run78	7.98815965652465000000	182.50000000000000000000	0.10000000149011600000	0.75356262922286900000	0.71454387903213500000	0.19026140868663800000	0.75101792812347400000	3.14517164230346000000	-1074.19519042968000000000	0.13651762902736700000	0.17986950278282200000	2.09664201736450000000
run79	7.53339481353759000000	365.00000000000000000000	0.00999999977648258000	0.66561931371688800000	0.68717902898788400000	0.03158313781023030000	0.11580300331115700000	3.38392567634582000000	-1065.15002441406000000000	0.21227988600730900000	0.16471783816814400000	2.12195158004760000000
run80	9.20136070251464000000	365.00000000000000000000	0.00100000004749745000	0.78504413366317700000	0.92570841312408400000	0.05806184560060500000	0.45376056432724000000	2.87578701972961000000	-1073.05371093750000000000	0.26683184504509000000	0.26990875601768500000	1.84122383594512000000
run81	9.11262321472167000000	91.25000000000000000000	0.10000000149011600000	0.01363541930913930000	0.39444386959075900000	0.06094925850629810000	0.56389302015304500000	3.01151800155639000000	-1066.11767578125000000000	0.16204987466335300000	0.27432316541671800000	1.99330520629882000000
run82	11.01671791076660000000	365.00000000000000000000	0.10000000149011600000	0.61967229843139600000	0.58312338590621900000	0.42392680048942600000	0.22080302238464400000	3.17086458206176000000	-1074.09313964843000000000	0.09998499602079390000	0.18739975988864900000	1.87292635440826000000
run83	10.09461593627920000000	365.00000000000000000000	0.00999999977648258000	0.42219999432563800000	0.60279405117034900000	0.91694682836532500000	0.39824026823043800000	2.92221164703369000000	-1067.39990234375000000000	0.16490420699119600000	0.24525307118892700000	1.84746050834655000000
run84	11.03779983520500000000	365.00000000000000000000	0.00100000004749745000	0.30171048641204800000	0.38909170031547500000	0.52935194969177200000	0.06111304089426990000	2.68254899978637000000	-1068.66027832031000000000	0.19017681479454000000	0.32176542282104500000	2.18135404586791000000
run85	11.19917678833000000000	365.00000000000000000000	0.10000000149011600000	0.10031147301197100000	0.59132140874862600000	0.73215544223785400000	0.93345725536346400000	2.73426842689514000000	-1066.70666503906000000000	0.18671160936355600000	0.19781312346458400000	2.06181406974792000000
run86	10.57142448425290000000	91.25000000000000000000	0.00100000004749745000	0.10357017815113100000	0.38746580481529200000	0.63092464208602900000	0.96223008632659900000	3.06251025199890000000	-1072.42089843750000000000	0.14163012802600900000	0.15715722739696500000	1.96002733707427000000
run87	13.84451961517330000000	182.50000000000000000000	0.00999999977648258000	0.05545635148882870000	0.52005809545516900000	0.98849093914031900000	0.43492826819419900000	3.07780766487121000000	-1067.02734375000000000000	0.21640169620513900000	0.24859115481376600000	1.88708662986755000000
run88	8.91193199157714000000	182.50000000000000000000	0.00999999977648258000	0.81181991100311200000	0.11085289716720600000	0.94104599952697700000	0.44237527251243600000	3.47548174858093000000	-1071.65832519531000000000	0.24297367036342600000	0.21752212941646600000	2.03892230987548000000
run89	11.05193328857420000000	182.50000000000000000000	0.00100000004749745000	0.90034621953964200000	0.70695364475250200000	0.46120539307594300000	0.94740206003189000000	2.66946005821228000000	-1072.27185058593000000000	0.24476510286331200000	0.25454291701316800000	1.97760725021362000000
run90	7.31971788406372000000	91.25000000000000000000	0.10000000149011600000	0.08255362510681150000	0.75949972867965600000	0.98360288143157900000	0.15977855026722000000	2.77386569976806000000	-1070.49780273437000000000	0.24310924112796800000	0.13635702431201900000	2.02402830123901000000
run91	11.35863018035880000000	182.50000000000000000000	0.10000000149011600000	0.22298842668533300000	0.00938077922910452000	0.78275382518768300000	0.84671461582183800000	2.73476076126098000000	-1066.48278808593000000000	0.23678913712501500000	0.16945073008537300000	1.78009176254272000000
run92	4.82824230194091000000	365.00000000000000000000	0.00100000004749745000	0.69230329990386900000	0.57054638862609800000	0.30686596035957300000	0.67532938718795700000	2.79428362846374000000	-1067.34130859375000000000	0.17774286866188000000	0.20534615218639400000	1.77501094341278000000
run93	11.21277523040770000000	365.00000000000000000000	0.00100000004749745000	0.11792965978384000000	0.58544635772705000000	0.26624107360839800000	0.18401244282722500000	2.91308116912841000000	-1068.52819824218000000000	0.18123336136341100000	0.16974569857120500000	2.02468919754028000000
run94	10.02464294433590000000	365.00000000000000000000	0.00100000004749745000	0.00389109994284809000	0.14093816280365000000	0.63899517059326100000	0.63686591386795000000	2.99351716041564000000	-1074.89636230468000000000	0.20653207600116700000	0.21612344682216600000	2.07562518119812000000
run95	7.15000963211059000000	365.00000000000000000000	0.10000000149011600000	0.35742342472076400000	0.41486325860023500000	0.48014691472053500000	0.68665790557861300000	3.37865591049194000000	-1061.83264160156000000000	0.17829874157905600000	0.23239205777645100000	2.06211423873901000000
run96	10.53801345825190000000	365.00000000000000000000	0.10000000149011600000	0.72342282533645600000	0.28040730953216600000	0.32107141613960300000	0.36195808649063100000	2.50664782524108000000	-1074.33203125000000000000	0.15732710063457500000	0.17429320514202100000	2.10556554794311000000
run97	11.97383499145500000000	365.00000000000000000000	0.00999999977648258000	0.35649242997169500000	0.75712513923645000000	0.39399707317352300000	0.51372164487838700000	3.45248985290527000000	-1066.84423828125000000000	0.27957227826118500000	0.13652968406677200000	2.03786492347717000000
run98	9.32933998107910000000	91.25000000000000000000	0.10000000149011600000	0.56732940673828100000	0.35019421577453600000	0.53878664970397900000	0.68046098947525000000	2.90596508979797000000	-1065.03027343750000000000	0.18695557117462200000	0.13610620796680500000	2.10328316688537000000
run99	14.53643608093260000000	91.25000000000000000000	0.00100000004749745000	0.81846660375595000000	0.62413042783737100000	0.93913674354553200000	0.72994625568389800000	3.01385378837585000000	-1064.96166992187000000000	0.14946886897087100000	0.22887448966503100000	2.15547299385070000000
run100	12.80226707458490000000	365.00000000000000000000	0.00100000004749745000	0.77899587154388400000	0.17241698503494300000	0.40028491616249100000	0.20020346343517300000	2.97932624816894000000	-1061.98742675781000000000	0.18435569107532500000	0.18849989771843000000	1.95677626132965000000
run101	11.73745441436760000000	91.25000000000000000000	0.00100000004749745000	0.17696039378643000000	0.12440311908721900000	0.67407584190368600000	0.14742267131805400000	2.94633555412292000000	-1067.11694335937000000000	0.09624233096838000000	0.18631407618522600000	2.07953596115112000000
run102	11.54825115203850000000	91.25000000000000000000	0.10000000149011600000	0.14046193659305600000	0.04890875145792960000	0.43396428227424600000	0.77105343341827300000	3.00039887428283000000	-1075.97851562500000000000	0.24611386656761200000	0.13325726985931400000	1.98575484752655000000
run103	10.25042152404780000000	91.25000000000000000000	0.00100000004749745000	0.71119648218154900000	0.05977212637662890000	0.96525019407272300000	0.73649835586547800000	2.97593331336975000000	-1066.96411132812000000000	0.16623736917972600000	0.19278097152710000000	1.97034430503845000000
run104	8.01502323150634000000	91.25000000000000000000	0.00100000004749745000	0.21078892052173600000	0.28909847140312200000	0.48712983727455100000	0.78588694334030100000	2.97472524642944000000	-1067.38354492187000000000	0.16777376830577900000	0.19871741533279400000	2.11209297180175000000
run105	10.34041976928710000000	365.00000000000000000000	0.00100000004749745000	0.29442062973976100000	0.62492889165878200000	0.75974327325820900000	0.66121977567672700000	3.38235831260681000000	-1074.26245117187000000000	0.23593543469905900000	0.16136501729488400000	2.10464763641357000000
run106	10.21023082733150000000	365.00000000000000000000	0.00100000004749745000	0.94992649555206200000	0.60938054323196400000	0.80711895227432200000	0.34787905216217000000	2.76831555366516000000	-1073.48547363281000000000	0.19978104531765000000	0.19944661855697600000	2.06258201599121000000
run107	8.35856342315673000000	182.50000000000000000000	0.00100000004749745000	0.32987579703331000000	0.81900238990783600000	0.18096929788589500000	0.16563767194747900000	2.88297295570373000000	-1062.00061035156000000000	0.23485332727432300000	0.14574961364269300000	2.08887553215026000000
run108	10.00608730316160000000	365.00000000000000000000	0.00999999977648258000	0.12296523898840000000	0.28340455889701800000	0.99453192949295000000	0.06847964972257610000	3.00004792213439000000	-1062.88903808593000000000	0.26006096601486200000	0.27162152528762800000	2.02031993865966000000
run109	12.31635379791250000000	91.25000000000000000000	0.10000000149011600000	0.49269947409629800000	0.73726058006286600000	0.69975936412811200000	0.24861322343349500000	3.27992439270019000000	-1072.55651855468000000000	0.18399044871330300000	0.10864552110433600000	2.15129661560058000000
run110	10.01239013671870000000	182.50000000000000000000	0.00999999977648258000	0.29056403040885900000	0.45416525006294300000	0.36146506667137100000	0.56921064853668200000	3.29227972030639000000	-1074.21179199218000000000	0.17010723054409000000	0.22811567783355700000	1.97490119934082000000
run111	8.31436061859130000000	91.25000000000000000000	0.00100000004749745000	0.20787240564823200000	0.97928166389465300000	0.79234260320663400000	0.70979934930801300000	3.00688648223876000000	-1069.67553710937000000000	0.16305470466613800000	0.26422706246376000000	2.10570120811462000000
